Season,Game_ID,Game_Date,Away_Team,Home_Team,home_team_score,away_team_score,wins_home,wins_away,loss_home,loss_away,largest_lead_home,largest_lead_away,result_win,ASG_Count,day,rivalry,Home_Team_Twitter,Away_Team_Twitter,Home_Team_Rank,Away_Team_Rank,Holiday,Rounded Viewers
2016-17,21600278,2016-12-01,4,9,94,95,7,11,11,8,14,8,2,1,3,0,766000,1500000,26,19,0,12176
2016-17,21600279,2016-12-01,25,1,94,113,13,14,3,5,6,27,2,1,3,0,2100000,1100000,11,6,0,41615
2016-17,21600280,2016-12-01,19,20,111,110,6,11,12,8,14,4,1,4,3,0,632000,4090000,20,10,0,13560
2016-17,21600281,2016-12-01,26,3,127,132,16,11,2,7,4,10,2,1,3,0,3500000,1710000,3,8,0,51648
2016-17,21600282,2016-12-02,4,10,105,88,7,4,12,14,29,6,1,0,4,0,925000,1500000,25,19,0,14635
2016-17,21600283,2016-12-02,15,6,97,92,10,7,8,11,13,5,1,5,4,0,2300000,714000,5,15,0,15651
2016-17,21600284,2016-12-02,12,7,80,113,10,12,10,6,0,33,2,2,4,0,1400000,6170000,13,2,0,14877
2016-17,21600285,2016-12-02,27,22,114,118,5,9,13,9,1,16,2,2,4,0,1780000,645000,1,29,0,22862
2016-17,21600286,2016-12-02,1,14,105,111,13,10,4,7,8,11,2,1,4,2,3600000,2100000,4,11,0,46093
2016-17,21600288,2016-12-02,17,13,85,121,10,10,9,10,1,37,2,2,4,0,991000,710000,23,21,0,5376
2016-17,21600289,2016-12-02,28,23,107,105,15,6,4,11,10,11,1,1,4,0,2300000,662000,12,18,0,22345
2016-17,21600290,2016-12-02,26,24,110,128,7,12,11,7,0,22,2,2,4,0,634000,1710000,22,8,0,13327
2016-17,21600291,2016-12-03,16,8,112,103,9,5,8,13,16,3,1,1,5,0,695000,755000,27,7,0,17952
2016-17,21600293,2016-12-03,13,7,84,128,10,13,10,6,5,44,2,1,5,0,1400000,991000,13,23,0,10938
2016-17,21600294,2016-12-03,6,10,107,106,11,4,8,15,7,11,1,3,5,2,925000,2300000,25,5,0,17192
2016-17,21600296,2016-12-03,14,30,82,107,11,3,7,15,0,25,2,1,5,0,1200000,3600000,9,4,0,12441
2016-17,21600298,2016-12-03,19,2,92,99,7,10,12,10,12,8,2,0,5,0,823000,4090000,17,10,0,10762
2016-17,21600300,2016-12-04,4,17,98,92,8,11,12,10,13,9,1,0,6,0,710000,1500000,21,19,0,13916
2016-17,21600301,2016-12-04,21,18,92,101,7,12,13,8,3,15,2,4,6,0,1800000,659000,16,30,0,25609
2016-17,21600302,2016-12-04,15,22,106,98,10,7,9,12,21,6,1,2,6,0,1780000,714000,1,15,0,23499
2016-17,21600303,2016-12-04,5,25,102,111,16,9,5,10,15,20,2,2,6,0,1100000,930000,6,24,0,19669
2016-17,21600305,2016-12-05,1,7,116,112,13,14,5,6,15,6,1,2,0,0,1400000,2100000,13,11,0,34190
2016-17,21600306,2016-12-05,28,16,113,118,5,6,14,12,16,7,2,5,0,0,755000,662000,7,18,0,8450
2016-17,21600307,2016-12-05,18,13,99,102,10,13,11,8,6,15,2,1,0,0,991000,1800000,23,17,0,22026
2016-17,21600309,2016-12-05,23,8,96,97,10,16,8,4,15,4,2,1,0,0,695000,2300000,27,12,0,20959
2016-17,21600311,2016-12-05,6,26,106,107,12,13,8,7,8,12,2,2,0,0,1710000,2300000,8,5,0,18199
2016-17,21600312,2016-12-05,29,30,101,109,4,11,15,9,11,9,2,2,0,0,1200000,726000,9,28,0,7203
2016-17,21600313,2016-12-05,20,12,101,107,10,12,12,9,4,19,2,1,0,0,6170000,632000,2,20,0,14847
2016-17,21600316,2016-12-06,22,19,103,114,7,11,13,9,9,15,2,1,1,2,4090000,1780000,10,1,0,24024
2016-17,21600317,2016-12-06,14,17,91,102,11,11,9,11,4,17,2,1,1,2,710000,3600000,21,4,0,17294
2016-17,21600318,2016-12-06,10,9,91,96,4,14,17,8,4,10,2,1,1,0,766000,925000,26,25,0,13211
2016-17,21600319,2016-12-06,23,27,91,105,6,17,14,4,10,18,2,1,1,0,645000,2300000,29,12,0,22517
2016-17,21600320,2016-12-06,11,20,105,112,6,13,14,9,0,23,2,1,1,0,632000,753000,20,14,0,11534
2016-17,21600321,2016-12-07,17,29,77,87,12,12,11,9,4,10,2,1,2,0,726000,710000,28,21,0,11351
2016-17,21600322,2016-12-07,6,4,117,87,12,10,9,12,30,8,1,1,2,0,1500000,2300000,19,5,0,12283
2016-17,21600324,2016-12-07,19,13,103,95,10,7,12,14,15,1,1,1,2,0,991000,4090000,23,10,0,9010
2016-17,21600325,2016-12-07,2,8,115,107,10,12,9,10,12,9,1,1,2,0,695000,823000,27,17,0,14175
2016-17,21600326,2016-12-07,12,26,134,95,14,10,7,13,42,2,1,1,2,0,1710000,6170000,8,2,0,13980
2016-17,21600327,2016-12-07,1,22,126,94,14,12,5,9,34,0,1,1,2,0,1780000,2100000,1,11,0,29581
2016-17,21600328,2016-12-07,15,30,89,120,4,7,16,13,3,33,2,4,2,0,1200000,714000,9,15,0,5694
2016-17,21600329,2016-12-07,5,11,109,94,10,6,11,15,15,7,1,1,2,0,753000,930000,14,24,0,6727
2016-17,21600330,2016-12-07,3,25,115,98,18,16,3,6,27,2,1,1,2,0,1100000,3500000,6,3,0,38097
2016-17,21600331,2016-12-08,27,7,110,124,6,14,15,7,12,14,2,5,3,0,1400000,645000,13,29,0,25777
2016-17,21600332,2016-12-08,24,28,85,92,8,7,14,13,14,7,2,2,3,0,662000,634000,18,22,0,14510
2016-17,21600333,2016-12-08,2,9,86,88,12,15,11,8,13,4,2,1,3,0,766000,823000,26,17,0,16149
2016-17,21600334,2016-12-08,10,21,88,99,7,4,15,18,9,15,2,1,3,0,659000,925000,30,25,0,13993
2016-17,21600335,2016-12-08,3,20,106,99,19,14,3,9,25,4,1,1,3,0,632000,3500000,20,3,0,36514
2016-17,21600336,2016-12-08,23,14,95,91,11,18,10,4,18,0,1,5,3,0,3600000,2300000,4,12,0,31486
2016-17,21600338,2016-12-09,19,1,114,84,15,7,5,15,30,2,1,1,4,0,2100000,4090000,11,10,0,33149
2016-17,21600339,2016-12-09,7,6,94,101,13,15,9,7,14,11,2,3,4,0,2300000,1400000,5,13,0,21257
2016-17,21600340,2016-12-09,13,8,114,110,11,11,12,9,6,20,1,3,4,0,695000,991000,27,23,0,17048
2016-17,21600341,2016-12-09,26,18,102,99,15,14,7,8,13,3,1,2,4,0,1800000,1710000,16,8,0,43209
2016-17,21600342,2016-12-09,17,27,90,117,6,12,16,12,8,35,2,0,4,0,645000,710000,29,21,0,9466
2016-17,21600343,2016-12-09,5,30,111,103,4,11,17,11,15,8,1,2,4,0,1200000,930000,9,24,0,11289
2016-17,21600344,2016-12-09,11,12,115,119,10,6,14,16,5,18,2,0,4,0,6170000,753000,2,14,0,19042
2016-17,21600345,2016-12-09,22,15,103,100,12,8,10,13,7,9,1,1,4,0,714000,1780000,15,1,0,22565
2016-17,21600346,2016-12-10,8,28,105,110,11,8,10,13,9,6,2,2,5,0,662000,695000,18,27,0,15249
2016-17,21600347,2016-12-10,24,4,121,113,8,10,15,14,11,4,1,0,5,0,1500000,634000,19,22,0,8331
2016-17,21600349,2016-12-10,29,1,116,105,16,14,5,9,19,2,1,1,5,0,2100000,726000,11,28,0,27697
2016-17,21600350,2016-12-10,19,14,105,100,12,7,10,16,13,4,1,4,5,2,3600000,4090000,4,10,0,15729
2016-17,21600352,2016-12-10,30,26,87,109,5,16,17,7,4,22,2,5,5,3,1710000,1200000,8,9,0,10651
2016-17,21600353,2016-12-10,16,23,101,130,6,18,15,5,2,38,2,1,5,0,2300000,755000,12,7,0,10809
2016-17,21600354,2016-12-10,15,20,84,104,8,14,14,10,11,20,2,1,5,0,632000,714000,20,15,0,8920
2016-17,21600356,2016-12-11,10,17,97,79,5,13,18,12,25,0,1,0,6,0,710000,925000,21,25,0,14610
2016-17,21600357,2016-12-11,6,18,96,99,13,14,10,9,13,4,2,2,6,0,1800000,2300000,16,5,0,28555
2016-17,21600358,2016-12-11,3,27,116,108,20,6,4,17,12,10,1,2,6,0,645000,3500000,29,3,0,36628
2016-17,21600359,2016-12-11,21,11,120,119,7,7,17,16,6,15,1,4,6,0,753000,659000,14,30,0,14981
2016-17,21600360,2016-12-11,22,12,112,118,10,13,15,10,2,11,2,1,6,0,6170000,1780000,2,1,0,26368
2016-17,21600361,2016-12-12,29,5,110,94,12,14,12,10,16,4,1,1,0,0,930000,726000,24,28,0,14695
2016-17,21600362,2016-12-12,8,7,100,122,11,16,11,7,4,26,2,2,0,0,1400000,695000,13,27,0,14272
2016-17,21600363,2016-12-12,28,19,112,101,7,9,17,13,11,8,1,3,0,0,4090000,662000,10,18,0,10950
2016-17,21600364,2016-12-12,16,26,122,118,17,6,7,16,15,5,1,1,0,0,1710000,755000,8,7,0,20336
2016-17,21600365,2016-12-12,24,30,112,92,5,9,18,15,28,0,1,0,0,0,1200000,634000,9,22,0,7470
2016-17,21600366,2016-12-12,2,25,121,120,17,12,7,13,11,7,1,1,0,0,1100000,823000,6,17,0,25701
2016-17,21600367,2016-12-12,12,15,92,116,10,8,16,15,9,24,2,1,0,0,714000,6170000,15,2,0,14237
2016-17,21600369,2016-12-13,4,13,120,131,12,10,12,15,9,16,2,4,1,0,991000,1500000,23,19,0,11283
2016-17,21600370,2016-12-13,27,14,94,99,13,6,10,18,21,8,2,1,1,0,3600000,645000,4,29,0,16207
2016-17,21600371,2016-12-13,3,21,109,113,8,21,17,4,9,8,2,1,1,0,659000,3500000,30,3,0,37723
2016-17,21600372,2016-12-13,22,11,111,113,14,7,10,17,6,14,2,5,1,0,753000,1780000,14,1,0,21967
2016-17,21600373,2016-12-13,18,2,114,95,12,15,14,9,26,9,1,1,1,0,823000,1800000,17,17,0,17115
2016-17,21600375,2016-12-14,29,28,109,106,9,14,14,11,12,10,1,2,2,0,662000,726000,18,28,0,9596
2016-17,21600376,2016-12-14,25,4,113,108,18,11,7,15,9,5,1,2,2,0,1500000,1100000,19,6,0,13838
2016-17,21600377,2016-12-14,5,19,95,89,8,13,17,12,7,7,1,1,2,0,4090000,930000,10,24,0,9524
2016-17,21600380,2016-12-14,15,26,132,98,18,9,7,15,39,3,1,4,2,0,1710000,714000,8,15,0,8518
2016-17,21600381,2016-12-14,17,30,85,95,6,13,18,13,12,12,2,0,2,0,1200000,710000,9,21,0,5489
2016-17,21600383,2016-12-14,6,23,101,108,13,19,11,5,4,15,2,2,2,0,2300000,2300000,12,5,0,13996
2016-17,21600384,2016-12-15,14,8,97,108,13,11,11,12,0,27,2,2,3,0,695000,3600000,27,4,0,19798
2016-17,21600385,2016-12-15,5,21,102,95,8,13,18,13,10,8,1,2,3,0,659000,930000,30,24,0,13701
2016-17,21600386,2016-12-15,2,24,132,120,9,13,16,14,25,0,1,0,3,0,634000,823000,22,17,0,8674
2016-17,21600387,2016-12-15,23,11,92,107,8,20,17,5,7,19,2,2,3,3,753000,2300000,14,12,0,14495
2016-17,21600388,2016-12-15,22,3,103,90,22,14,4,11,25,2,1,1,3,0,3500000,1780000,3,1,0,31120
2016-17,21600389,2016-12-16,17,28,122,108,10,14,14,13,24,5,1,5,4,0,662000,710000,18,21,0,10338
2016-17,21600390,2016-12-16,16,4,111,118,7,11,17,16,9,9,2,0,4,0,1500000,755000,19,7,0,12414
2016-17,21600392,2016-12-16,13,7,125,121,12,18,13,7,19,2,1,2,4,0,1400000,991000,13,23,0,15441
2016-17,21600393,2016-12-16,8,14,69,95,13,12,12,12,2,30,2,3,4,0,3600000,695000,4,27,0,11479
2016-17,21600395,2016-12-16,21,26,100,122,9,19,18,7,4,24,2,2,4,0,1710000,659000,8,30,0,10596
2016-17,21600397,2016-12-16,25,19,102,98,19,9,7,17,16,4,1,2,4,0,4090000,1100000,10,6,0,14927
2016-17,21600398,2016-12-16,30,20,100,103,6,16,19,10,3,15,2,1,4,0,632000,1200000,20,9,0,12686
2016-17,21600399,2016-12-17,11,18,101,114,8,15,18,11,2,22,2,1,5,0,1800000,753000,16,14,0,24417
2016-17,21600400,2016-12-17,5,17,105,90,13,14,14,14,21,9,1,1,5,0,710000,930000,21,24,0,11647
2016-17,21600401,2016-12-17,29,13,99,107,13,14,13,13,8,16,2,1,5,0,991000,726000,23,28,0,11070
2016-17,21600402,2016-12-17,12,1,119,108,18,11,6,18,12,8,1,2,5,0,2100000,6170000,11,2,0,32129
2016-17,21600403,2016-12-17,26,27,111,109,20,7,7,18,6,17,1,3,5,0,645000,1710000,29,8,0,24420
2016-17,21600404,2016-12-17,22,24,127,114,10,14,16,12,21,0,1,1,5,0,634000,1780000,22,1,0,15253
2016-17,21600405,2016-12-17,2,3,135,90,23,13,4,15,46,0,1,1,5,0,3500000,823000,3,17,0,27824
2016-17,21600406,2016-12-18,25,28,110,117,20,11,7,14,11,8,2,4,6,0,662000,1100000,18,6,0,22953
2016-17,21600407,2016-12-18,20,9,82,73,17,18,10,10,12,4,1,2,6,0,766000,632000,26,20,0,10706
2016-17,21600409,2016-12-18,7,4,79,109,12,18,16,8,11,35,2,2,6,0,1500000,1400000,19,13,0,8868
2016-17,21600411,2016-12-18,15,30,99,79,6,10,20,16,20,0,1,1,6,0,1200000,714000,9,15,0,10608
2016-17,21600412,2016-12-18,21,23,100,113,9,21,19,5,3,24,2,1,6,0,2300000,659000,12,30,0,22055
2016-17,21600413,2016-12-19,28,5,107,105,14,12,14,14,9,11,1,2,0,0,930000,662000,24,18,0,14770
2016-17,21600414,2016-12-19,17,14,113,82,13,14,13,15,38,0,1,2,0,2,3600000,710000,4,21,0,8740
2016-17,21600415,2016-12-19,13,18,110,108,13,16,14,11,10,8,1,1,0,0,1800000,991000,16,23,0,20034
2016-17,21600416,2016-12-19,11,27,115,108,7,8,19,19,14,6,1,0,0,0,645000,753000,29,14,0,7971
2016-17,21600417,2016-12-19,30,24,107,117,7,11,20,16,16,13,2,0,0,0,634000,1200000,22,9,0,6684
2016-17,21600418,2016-12-20,21,10,108,93,9,7,20,20,18,10,1,2,1,0,925000,659000,25,30,0,7252
2016-17,21600419,2016-12-20,12,29,113,117,11,15,19,13,19,5,2,1,1,0,726000,6170000,28,2,0,13807
2016-17,21600420,2016-12-20,16,7,104,116,7,19,19,8,0,23,2,1,1,0,1400000,755000,13,7,0,5006
2016-17,21600421,2016-12-20,5,22,118,111,14,15,13,14,9,15,1,2,1,2,1780000,930000,1,24,0,9063
2016-17,21600422,2016-12-20,4,19,130,136,9,12,19,17,12,8,2,0,1,0,4090000,1500000,10,19,0,7937
2016-17,21600423,2016-12-20,1,8,114,108,19,13,6,12,18,4,1,2,1,0,695000,2100000,27,11,0,20185
2016-17,21600424,2016-12-20,6,9,112,109,15,18,12,11,6,17,1,4,1,0,766000,2300000,26,5,0,10935
2016-17,21600425,2016-12-20,23,26,100,102,21,22,7,5,13,10,2,2,1,3,1710000,2300000,8,12,0,20773
2016-17,21600426,2016-12-20,24,25,102,119,12,20,16,8,0,29,2,2,1,0,1100000,634000,6,22,0,6555
2016-17,21600429,2016-12-21,8,1,113,102,20,13,6,13,21,2,1,1,2,0,2100000,695000,11,27,0,21277
2016-17,21600430,2016-12-21,27,13,84,92,14,8,14,19,5,11,2,4,2,0,991000,645000,23,29,0,9723
2016-17,21600431,2016-12-21,9,17,98,86,18,14,12,16,18,3,1,1,2,0,710000,766000,21,26,0,5056
2016-17,21600432,2016-12-21,28,14,97,107,14,12,13,15,13,10,2,1,2,0,3600000,662000,4,18,0,9090
2016-17,21600433,2016-12-21,18,21,110,121,10,16,20,12,3,16,2,2,2,0,659000,1800000,30,17,0,12199
2016-17,21600434,2016-12-21,15,20,94,93,11,18,17,11,4,20,1,2,2,0,632000,714000,20,15,0,8904
2016-17,21600435,2016-12-21,26,11,125,111,21,8,8,20,20,2,1,2,2,0,753000,1710000,14,8,0,8405
2016-17,21600436,2016-12-21,30,2,96,95,7,13,21,17,25,2,1,0,2,0,823000,1200000,17,9,0,10124
2016-17,21600437,2016-12-22,3,16,117,101,25,7,4,20,18,16,1,1,3,0,755000,3500000,7,3,0,25436
2016-17,21600439,2016-12-22,12,19,107,115,11,9,20,20,19,8,2,0,3,0,4090000,6170000,10,2,0,14238
2016-17,21600440,2016-12-22,6,5,109,102,16,15,12,15,17,9,1,1,3,0,930000,2300000,24,5,0,10481
2016-17,21600441,2016-12-22,23,25,106,101,21,23,8,5,14,6,1,2,3,0,1100000,2300000,6,12,0,20557
2016-17,21600442,2016-12-23,14,29,91,103,14,16,14,13,8,14,2,2,4,0,726000,3600000,28,4,0,10035
2016-17,21600443,2016-12-23,12,4,90,109,11,13,21,18,0,25,2,0,4,0,1500000,6170000,19,2,0,9226
2016-17,21600446,2016-12-23,3,17,119,113,26,14,4,17,8,6,1,2,4,0,710000,3500000,21,3,0,26312
2016-17,21600447,2016-12-23,28,8,123,96,13,13,14,15,31,3,1,4,4,0,695000,662000,27,18,0,4129
2016-17,21600449,2016-12-23,19,21,91,87,10,10,21,20,5,14,1,2,4,0,659000,4090000,30,10,0,3895
2016-17,21600450,2016-12-23,15,27,105,109,9,12,19,17,9,6,2,1,4,0,645000,714000,29,15,0,7669
2016-17,21600451,2016-12-23,13,24,109,108,14,12,15,17,4,10,1,1,4,0,634000,991000,22,23,0,7373
2016-17,21600452,2016-12-23,7,20,104,98,20,18,8,12,11,5,1,1,4,0,632000,1400000,20,13,0,6959
2016-17,21600455,2016-12-23,30,25,90,88,8,22,21,8,5,8,1,1,4,0,1100000,1200000,6,9,0,11272
2016-17,21600456,2016-12-25,6,22,119,114,17,16,13,13,13,6,1,1,6,2,1780000,2300000,1,5,0,32984
2016-17,21600457,2016-12-25,3,1,109,108,22,27,6,4,2,14,1,2,6,1,2100000,3500000,11,3,0,70992
2016-17,21600458,2016-12-25,14,23,100,119,14,24,15,6,3,20,2,7,6,0,2300000,3600000,12,4,0,28199
2016-17,21600460,2016-12-25,25,12,102,111,22,11,9,22,11,18,2,1,6,3,6170000,1100000,2,6,0,16723
2016-17,21600461,2016-12-26,8,28,102,107,14,13,14,16,10,6,2,1,0,0,662000,695000,18,27,1,13057
2016-17,21600462,2016-12-26,9,4,112,102,14,20,18,12,29,0,1,2,0,0,1500000,766000,19,26,1,5895
2016-17,21600464,2016-12-26,1,17,90,106,23,14,6,18,0,21,2,1,0,0,710000,2100000,21,11,1,17948
2016-17,21600465,2016-12-26,5,14,90,85,14,15,16,16,16,2,1,3,0,0,3600000,930000,4,24,1,11375
2016-17,21600466,2016-12-26,30,21,111,104,11,9,21,21,11,4,1,2,0,0,659000,1200000,30,9,1,6402
2016-17,21600467,2016-12-26,11,26,131,115,22,9,9,21,34,0,1,1,0,0,1710000,753000,8,14,1,6948
2016-17,21600468,2016-12-26,13,27,90,104,15,9,15,21,5,29,2,1,0,0,645000,991000,29,23,1,4242
2016-17,21600469,2016-12-26,7,2,91,95,13,21,19,8,6,6,2,1,0,0,823000,1400000,17,13,1,10840
2016-17,21600470,2016-12-26,24,25,106,102,12,22,18,10,17,7,1,2,0,0,1100000,634000,6,22,1,8670
2016-17,21600471,2016-12-26,10,15,100,102,7,13,22,17,8,11,2,1,0,0,714000,925000,15,25,1,10062
2016-17,21600472,2016-12-27,9,6,113,103,18,20,13,13,13,2,1,1,1,0,2300000,766000,5,26,0,13762
2016-17,21600473,2016-12-27,18,19,94,106,10,19,21,12,4,22,2,2,1,0,4090000,1800000,10,17,0,17396
2016-17,21600474,2016-12-27,26,30,107,123,9,23,22,9,3,29,2,1,1,3,1200000,1710000,9,8,0,11990
2016-17,21600477,2016-12-28,29,4,101,120,15,17,18,14,2,33,2,2,2,0,1500000,726000,19,28,0,5520
2016-17,21600478,2016-12-28,22,13,102,98,15,16,16,14,6,8,1,1,2,0,991000,1780000,23,1,0,19273
2016-17,21600479,2016-12-28,8,17,119,94,14,15,15,18,26,3,1,2,2,0,710000,695000,21,27,0,6972
2016-17,21600480,2016-12-28,16,14,101,99,15,8,16,22,3,9,1,1,2,0,3600000,755000,4,7,0,15861
2016-17,21600481,2016-12-28,25,21,102,98,12,22,21,11,10,9,1,1,2,0,659000,1100000,30,6,0,9543
2016-17,21600483,2016-12-28,27,24,105,103,13,10,18,21,11,13,1,0,2,0,634000,645000,22,29,0,8962
2016-17,21600484,2016-12-28,15,2,102,89,13,14,20,17,20,2,1,1,2,0,823000,714000,17,15,0,5018
2016-17,21600485,2016-12-28,7,3,121,111,27,22,5,8,25,0,1,1,2,0,3500000,1400000,3,13,0,24909
2016-17,21600486,2016-12-29,19,29,82,91,10,18,22,14,7,9,2,6,3,0,726000,4090000,28,10,0,10835
2016-17,21600487,2016-12-29,18,9,80,114,20,20,12,14,1,37,2,1,3,0,766000,1800000,26,17,0,13049
2016-17,21600488,2016-12-29,6,1,118,124,19,23,13,7,6,20,2,2,3,0,2100000,2300000,11,5,0,27690
2016-17,21600489,2016-12-29,10,20,83,100,7,19,23,13,5,17,2,4,3,0,632000,925000,20,25,0,7142
2016-17,21600490,2016-12-29,7,11,99,91,9,22,23,9,14,2,1,1,3,0,753000,1400000,14,13,0,8096
2016-17,21600492,2016-12-30,14,5,101,111,16,15,16,18,0,14,2,2,4,0,930000,3600000,24,4,0,14318
2016-17,21600493,2016-12-30,16,28,95,118,8,15,23,16,5,23,2,2,4,0,662000,755000,18,7,0,6876
2016-17,21600494,2016-12-30,19,6,117,114,19,10,14,23,8,7,1,1,4,0,2300000,4090000,5,10,0,15219
2016-17,21600495,2016-12-30,22,21,104,92,13,16,21,15,16,3,1,1,4,0,659000,1780000,30,1,0,9722
2016-17,21600497,2016-12-30,8,27,99,116,15,10,15,22,0,19,2,2,4,0,645000,695000,29,27,0,8578
2016-17,21600499,2016-12-30,2,23,94,110,14,26,20,6,13,20,2,1,4,0,2300000,823000,12,17,0,9983
2016-17,21600500,2016-12-30,10,24,122,124,14,7,18,24,3,10,2,0,4,0,634000,925000,22,25,0,9964
2016-17,21600502,2016-12-31,9,15,98,112,14,21,18,14,5,22,2,4,5,0,714000,766000,15,26,0,9211
2016-17,21600503,2016-12-31,8,14,96,116,16,15,17,16,10,20,2,2,5,0,3600000,695000,4,27,0,13975
2016-17,21600504,2016-12-31,22,26,129,122,25,16,9,16,19,11,1,2,5,0,1710000,1780000,8,1,0,24143
2016-17,21600505,2016-12-31,1,29,121,109,24,19,7,14,19,2,1,2,5,0,726000,2100000,28,11,0,19981
2016-17,21600506,2016-12-31,11,20,86,91,10,20,23,13,3,9,2,4,5,0,632000,753000,20,14,0,6991
2016-17,21600508,2017-01-01,23,13,114,112,17,27,16,6,9,10,1,2,6,0,991000,2300000,23,12,0,26750
2016-17,21600510,2017-01-01,4,5,104,117,15,16,19,18,4,20,2,2,6,0,930000,1500000,24,19,0,5362
2016-17,21600512,2017-01-01,7,12,114,123,12,22,24,10,12,19,2,1,6,0,6170000,1400000,2,13,0,16478
2016-17,21600513,2017-01-02,18,8,98,94,16,21,16,13,7,15,1,2,0,0,695000,1800000,27,17,1,21823
2016-17,21600514,2017-01-02,21,1,90,82,25,14,7,21,8,10,1,2,0,0,2100000,659000,11,30,1,19793
2016-17,21600515,2017-01-02,20,16,89,101,8,21,24,13,9,13,2,4,0,0,755000,632000,7,20,1,5798
2016-17,21600516,2017-01-02,4,22,103,115,16,15,17,20,1,18,2,1,0,0,1780000,1500000,1,19,1,9428
2016-17,21600517,2017-01-02,29,14,118,111,16,19,18,15,7,8,1,1,0,0,3600000,726000,4,28,1,13590
2016-17,21600518,2017-01-02,28,26,101,91,26,16,9,16,10,15,1,2,0,0,1710000,662000,8,18,1,10859
2016-17,21600519,2017-01-02,11,25,109,98,22,10,14,24,19,0,1,2,0,0,1100000,753000,6,14,1,8082
2016-17,21600520,2017-01-02,24,3,119,127,14,29,19,5,5,15,2,1,0,0,3500000,634000,3,22,1,21951
2016-17,21600522,2017-01-03,20,6,115,104,20,22,14,13,17,1,1,4,1,0,2300000,632000,5,20,0,11887
2016-17,21600523,2017-01-03,5,17,121,116,17,16,18,20,15,3,1,2,1,0,710000,930000,21,24,0,7213
2016-17,21600524,2017-01-03,28,30,113,105,10,16,24,17,11,9,1,1,1,0,1200000,662000,9,18,0,6280
2016-17,21600525,2017-01-03,7,23,110,82,27,23,7,10,34,2,1,1,1,0,2300000,1400000,12,13,0,13106
2016-17,21600526,2017-01-03,15,24,113,120,14,14,20,19,6,16,2,3,1,0,634000,714000,22,15,0,5507
2016-17,21600527,2017-01-03,19,11,90,99,10,10,25,25,9,19,2,0,1,0,753000,4090000,14,10,0,4519
2016-17,21600528,2017-01-03,9,12,116,102,12,22,25,14,19,4,1,1,1,0,6170000,766000,2,26,0,12979
2016-17,21600529,2017-01-04,18,29,112,123,21,19,14,16,5,11,2,1,2,0,726000,1800000,28,17,0,14307
2016-17,21600530,2017-01-04,13,4,111,92,18,16,16,20,20,5,1,2,2,0,1500000,991000,19,23,0,4347
2016-17,21600531,2017-01-04,8,22,105,104,17,16,16,18,4,16,1,1,2,0,1780000,695000,1,27,0,20377
2016-17,21600532,2017-01-04,14,1,94,106,26,17,7,18,13,17,2,2,2,2,2100000,3600000,11,4,0,20074
2016-17,21600533,2017-01-04,9,25,115,106,23,22,14,15,10,13,1,4,2,0,1100000,766000,6,26,0,6437
2016-17,21600534,2017-01-04,2,3,125,117,30,15,5,21,13,8,1,2,2,0,3500000,823000,3,17,0,19689
2016-17,21600536,2017-01-05,16,5,109,121,8,18,25,18,2,22,2,1,3,0,930000,755000,24,7,0,6150
2016-17,21600537,2017-01-05,20,7,101,93,23,22,11,14,8,11,1,1,3,0,1400000,632000,13,20,0,9235
2016-17,21600538,2017-01-05,29,17,115,114,16,20,21,16,19,0,1,3,3,0,710000,726000,21,28,0,7023
2016-17,21600540,2017-01-05,18,26,118,116,27,21,9,15,18,14,1,2,3,0,1710000,1800000,8,17,0,26059
2016-17,21600542,2017-01-05,12,2,109,118,13,15,25,22,14,9,2,0,3,0,823000,6170000,17,2,0,10563
2016-17,21600543,2017-01-05,23,24,99,127,14,28,21,7,6,31,2,2,3,0,634000,2300000,22,12,0,6463
2016-17,21600544,2017-01-06,27,28,105,112,11,16,24,18,5,14,2,1,4,0,662000,645000,18,29,0,13273
2016-17,21600545,2017-01-06,26,4,100,93,28,16,9,21,8,10,1,1,4,0,1500000,1710000,19,8,0,16296
2016-17,21600546,2017-01-06,10,6,110,106,21,9,14,24,6,14,1,1,4,2,2300000,925000,5,25,0,18680
2016-17,21600547,2017-01-06,1,16,116,108,26,8,8,26,24,4,1,1,4,0,755000,2100000,7,11,0,24573
2016-17,21600548,2017-01-06,22,8,111,116,18,16,16,19,18,9,2,3,4,0,695000,1780000,27,1,0,27051
2016-17,21600549,2017-01-06,19,12,127,100,13,11,26,26,27,1,1,0,4,0,6170000,4090000,2,10,0,18315
2016-17,21600550,2017-01-06,9,3,119,128,31,22,5,16,24,9,2,2,4,0,3500000,766000,3,26,0,44040
2016-17,21600551,2017-01-06,25,15,106,98,24,15,14,20,14,14,1,5,4,0,714000,1100000,15,6,0,11385
2016-17,21600553,2017-01-07,21,6,117,108,22,14,14,23,20,10,1,2,5,0,2300000,659000,5,30,0,13719
2016-17,21600554,2017-01-07,7,14,123,118,18,24,18,11,5,19,1,2,5,0,3600000,1400000,4,13,0,29158
2016-17,21600555,2017-01-07,24,18,106,121,14,21,22,16,6,18,2,3,5,0,1800000,634000,16,22,0,17459
2016-17,21600556,2017-01-07,20,27,92,94,11,22,25,15,13,5,2,1,5,0,645000,632000,29,20,0,14727
2016-17,21600557,2017-01-07,13,30,97,82,20,11,16,25,15,8,1,1,5,0,1200000,991000,9,23,0,8134
